1|1||N||CS||ND||SI||R||||F|1|1|1|1|207560245|1000||700|3|3.34||I|30|489191318||CO|934214076||A|282616643|||||11112003|17062024|04042009|07102019|31032008|||Acceso de Ignacio Barba 39Guipúzcoa, 24077||3|1|580||||||||||||
2|1||N||SS||CLP||P59||CM||||P|1|1|1|2|111740850|1700||700|1|2.42||I|30|699448692||CO|320627764||A|496695239|||||16042024|04012024|10122010|05082013|27082011|||Pasadizo Adalberto Simó 657 Piso 7 Las Palmas, 14419||3|1|670||||||||||||
3|1||E||CS||CVE||P59||SE||||H|1|1|1|3|111430599|900||700|1|0.2||I|30|122764314||CO|770164945||A|128163222|||||26042003|18102014|14012017|28062019|05082014|||Plaza Alberto Marti 28Las Palmas, 32884||3|1|830||||||||||||
4|1||N||CS||ARM||P59||RB||||H|1|1|1|4|602140891|1700||600|3|3.21||I|30|688202363||CO|799623919||A|496695239|||||29112005|13082005|28042011|25072024|13022013|||Cañada Marianela Moya 68 Piso 9 Navarra, 42557||3|1|990||||||||||||
5|1||N||SS||ND||SI||CM||||F|1|1|1|5|604170190|1600||800|2|0.39||I|30|688202363||CO|927345088||A|313543697|||||23042021|15032002|10102007|14022011|20122002|||Cañada de Luciano Prada 92 Puerta 0 Almería, 11892||3|1|890||||||||||||
6|1||E||SS||ARM||P59||ET||||P|1|1|1|6|505200015|1000||600|2|3.59||I|30|921209718||CO|553383442||A|282616643|||||02032009|30082000|07032011|14022012|01012017|||Paseo Moisés Calatayud 2Cuenca, 39733||3|1|560||||||||||||
7|1||N||SS||CVE||SI||GO||||H|1|1|1|7|108810535|1900||900|3|0.35||I|30|489191318||CO|519821486||A|474608979|||||03112019|27032015|14012016|10022005|22062005|||Urbanización José María Peralta 106Murcia, 20446||3|1|590||||||||||||
8|1||E||SS||CL||PR||M||||H|1|1|1|8|115540026|1300||800|3|3.14||I|30|921209718||CO|330552715||A|634588059|||||21032014|24082010|11092010|01082011|05102016|||Callejón Osvaldo Baró 9Las Palmas, 47127||3|1|820||||||||||||
9|1||E||SS||CL||PR||GO||||P|1|1|1|9|112270990|1700||500|2|3.07||I|30|688202363||CO|770164945||A|496695239|||||03072024|11052019|14062002|25042020|06072017|||Pasadizo Hugo Castrillo 448 Apt. 43 León, 09901||3|1|510||||||||||||
10|1||N||CS||CVE||PR||GO||||H|1|1|1|10|103260250|1600||900|1|1.66||I|30|921209718||CO|482938458||A|474608979|||||17112010|18022022|21032004|12122020|01052021|||Alameda de Martín Valera 228Guadalajara, 45438||3|2|940||||||||||||
11|1||N||SS||CLP||PR||SE||||P|1|1|1|11|120070504|1900||900|2|0.6||I|30|688202363||CO|134646501||A|348464303|||||29042015|14082007|02052008|18122016|20092021|||Glorieta Joaquín Corbacho 3 Apt. 00 Teruel, 41394||3|1|850||||||||||||
12|1||E||SS||ARM||SI||AM||||F|1|1|1|12|702320549|1600||400|3|0.21||I|30|590551159||CO|770164945||A|474608979|||||06112002|29062021|20012019|14062006|24122004|||Acceso Carmelo Palau 792Girona, 13422||3|1|980||||||||||||
13|1||E||CS||CH||P59||CM||||F|1|1|1|13|401850702|1100||900|1|0.08||I|30|489191318||CO|877362024||A|128163222|||||11092011|30072019|27012008|13062019|10062009|||Rambla Irma Conde 80 Puerta 7 Zaragoza, 30443||3|1|730||||||||||||
14|1||E||CS||CVE||P59||CM||||H|1|1|1|14|605130699|1900||500|3|1.64||I|30|688202363||CO|553383442||A|634588059|||||21082024|02012018|19112017|18082004|12122011|||Acceso de Clarisa Ledesma 18Vizcaya, 41611||3|2|860||||||||||||
15|1||E||SS||LYC||P59||CM||||H|1|1|1|15|1234567890|1200||900|1|2.61||I|30|122764314||CO|289905750||A|595533972|||||11092014|16032020|28022008|15052004|20022005|||Acceso de Josué Aznar 62Zamora, 10995||3|2|840||||||||||||
16|1||N||SS||CL||PR||SE||||H|1|1|1|16|117770578|1900||500|3|0.68||I|30|489191318||CO|927345088||A|681284856|||||15012015|09062010|26022014|18072015|17022005|||Ronda Cosme Donoso 946 Puerta 1 Ceuta, 24902||3|1|520||||||||||||
17|1||E||CS||CH||SI||R||||H|1|1|1|17|116210557|1700||700|2|1.56||I|30|937159524||CO|330552715||A|348464303|||||31052000|18052014|07122010|23072002|19062006|||Plaza Emelina Bou 325 Puerta 8 Huesca, 28826||3|2|540||||||||||||
